id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
564,0.9429971097,male,16.0,middle atlantic,39.0,57832.5,53.0,64.0,49.0,69.3,very satisfied,strongly agree,disagree,disagree,agree,agree
565,0.9429971097,male,16.0,middle atlantic,28.0,47317.5,38.0,45.0,72.0,43.0,mod. satisfied,,,,,
566,0.4714985548,female,16.0,middle atlantic,74.0,38555.0,55.0,,80.0,61.4,mod. satisfied,,,,,
567,3.53845194,female,16.0,middle atlantic,53.0,112160.0,44.0,24.0,35.0,56.8,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
568,0.9429971097,male,20.0,middle atlantic,66.0,47317.5,69.0,,34.0,91.1,,agree,disagree,disagree,disagree,agree
569,2.35896796,male,16.0,middle atlantic,67.0,158201.8412,45.0,50.0,45.0,62.0,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
570,2.35896796,female,16.0,middle atlantic,,,75.0,,59.0,91.1,very satisfied,agree,disagree,disagree,disagree,disagree
571,0.4714985548,female,20.0,middle atlantic,28.0,22782.5,73.0,45.0,39.0,85.8,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
572,0.9429971097,female,16.0,middle atlantic,23.0,22782.5,39.0,48.0,60.0,67.7,mod. satisfied,,,,,
573,0.9429971097,male,20.0,middle atlantic,37.0,84120.0,45.0,70.0,70.0,59.8,very satisfied,,strongly disagree,disagree,disagree,agree
574,0.4714985548,male,12.0,middle atlantic,27.0,47317.5,35.0,35.0,45.0,32.0,a little dissat,,,,,
575,0.9429971097,female,14.0,middle atlantic,32.0,7886.25,38.0,48.0,,25.7,mod. satisfied,,,,,
576,0.9429971097,female,12.0,middle atlantic,40.0,11391.25,47.0,55.0,,38.8,very dissatisfied,strongly agree,strongly agree,disagree,strongly agree,disagree
577,1.414495664,female,16.0,middle atlantic,22.0,47317.5,,39.0,,,,,,,,
578,0.9429971097,male,14.0,middle atlantic,38.0,13143.75,24.0,28.0,,21.0,mod. satisfied,,,,,
579,0.4714985548,female,15.0,middle atlantic,45.0,22782.5,47.0,60.0,53.0,38.8,very satisfied,strongly agree,disagree,disagree,disagree,disagree
580,0.4714985548,male,12.0,middle atlantic,63.0,11391.25,60.0,47.0,46.0,76.3,,agree,disagree,disagree,disagree,neither agree nor disagree
581,0.4714985548,female,20.0,middle atlantic,30.0,38555.0,62.0,49.0,,71.4,very dissatisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
582,0.9429971097,male,12.0,middle atlantic,25.0,7886.25,47.0,32.0,,38.8,a little dissat,strongly agree,strongly disagree,disagree,disagree,strongly disagree
583,0.4714985548,female,12.0,middle atlantic,44.0,31545.0,45.0,36.0,38.0,62.0,mod. satisfied,,,,,
584,0.9429971097,male,12.0,middle atlantic,56.0,16648.75,33.0,53.0,35.0,13.6,mod. satisfied,agree,disagree,disagree,agree,agree
585,0.9429971097,female,12.0,middle atlantic,45.0,57832.5,24.0,35.0,29.0,20.7,mod. satisfied,,,,,
586,0.4714985548,female,7.0,middle atlantic,27.0,7886.25,48.0,21.0,35.0,24.2,very satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
587,0.9429971097,male,17.0,middle atlantic,53.0,31545.0,40.0,,42.0,28.3,very satisfied,disagree,agree,disagree,disagree,agree
588,0.4714985548,female,15.0,w. sou. central,66.0,19277.5,46.0,25.0,,60.2,very satisfied,agree,strongly disagree,disagree,disagree,disagree
589,0.4714985548,female,18.0,w. sou. central,48.0,70100.0,45.0,45.0,,62.1,very satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
590,1.414495664,female,14.0,w. sou. central,50.0,70100.0,48.0,38.0,39.0,24.2,mod. satisfied,strongly disagree,strongly agree,disagree,strongly disagree,agree
591,1.414495664,female,11.0,w. sou. central,18.0,,41.0,,35.0,38.9,very satisfied,disagree,disagree,disagree,disagree,disagree
592,0.4714985548,male,16.0,w. sou. central,51.0,16648.75,53.0,64.0,44.0,59.1,very satisfied,,,,,
593,0.4714985548,female,13.0,w. sou. central,63.0,47317.5,69.0,35.0,24.0,46.6,very satisfied,agree,disagree,disagree,disagree,disagree
594,1.414495664,female,12.0,w. sou. central,57.0,47317.5,24.0,48.0,,20.7,very satisfied,,,,,
595,0.4714985548,male,16.0,w. sou. central,68.0,16648.75,66.0,,35.0,63.2,,strongly agree,strongly disagree,agree,agree,strongly disagree
596,0.9429971097,male,14.0,w. sou. central,64.0,70100.0,49.0,,35.0,53.2,very satisfied,disagree,disagree,disagree,agree,disagree
597,1.885994219,male,12.0,w. sou. central,26.0,31545.0,27.0,25.0,,19.7,mod. satisfied,disagree,strongly agree,disagree,agree,agree
598,0.9429971097,female,16.0,w. sou. central,58.0,158201.8412,65.0,45.0,30.0,80.7,very satisfied,,,,,
599,0.4714985548,female,19.0,w. sou. central,53.0,158201.8412,58.0,54.0,35.0,71.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
600,0.9429971097,male,12.0,w. sou. central,28.0,11391.25,38.0,25.0,35.0,28.4,mod. satisfied,disagree,strongly agree,disagree,strongly agree,strongly agree
601,0.9429971097,female,11.0,w. sou. central,30.0,19277.5,31.0,31.0,,19.6,mod. satisfied,strongly agree,disagree,agree,agree,strongly agree
602,0.9429971097,male,14.0,w. sou. central,53.0,70100.0,60.0,,39.0,65.3,,disagree,agree,disagree,agree,agree
603,0.9429971097,male,13.0,w. sou. central,56.0,47317.5,48.0,,65.0,64.5,very satisfied,disagree,strongly agree,agree,strongly agree,strongly agree
604,1.885994219,male,12.0,w. sou. central,20.0,6309.0,40.0,35.0,38.0,28.3,,agree,disagree,disagree,disagree,agree
605,0.4714985548,female,16.0,w. sou. central,64.0,158201.8412,53.0,36.0,47.0,64.2,very dissatisfied,strongly agree,disagree,disagree,strongly disagree,disagree
606,0.9429971097,male,12.0,w. sou. central,40.0,26287.5,28.0,,34.0,25.2,mod. satisfied,disagree,disagree,disagree,agree,disagree
607,0.9429971097,female,9.0,w. sou. central,64.0,19277.5,37.0,,46.0,18.6,mod. satisfied,disagree,agree,disagree,disagree,disagree
608,0.4714985548,female,14.0,w. sou. central,39.0,47317.5,35.0,60.0,,32.0,very satisfied,strongly agree,disagree,disagree,disagree,disagree
609,2.357492774,female,9.0,w. sou. central,42.0,4556.5,50.0,,27.0,32.6,very satisfied,,,,,
610,1.885994219,male,11.0,w. sou. central,22.0,,27.0,,28.0,14.0,very satisfied,disagree,agree,agree,strongly agree,agree
611,3.53845194,male,5.0,w. sou. central,51.0,11391.25,35.0,,27.0,19.2,a little dissat,disagree,agree,disagree,agree,agree
612,0.9429971097,female,9.0,w. sou. central,40.0,22782.5,28.0,,38.0,25.2,very satisfied,,,,,
613,0.9429971097,male,10.0,w. sou. central,40.0,84120.0,45.0,33.0,44.0,38.8,very satisfied,agree,disagree,disagree,disagree,strongly agree
614,0.9429971097,female,15.0,w. sou. central,24.0,47317.5,,47.0,,,very satisfied,agree,strongly disagree,disagree,agree,strongly agree
615,0.9429971097,female,9.0,w. sou. central,27.0,3855.5,24.0,,45.0,14.6,mod. satisfied,agree,agree,disagree,disagree,disagree
616,0.9429971097,female,7.0,w. sou. central,34.0,14896.25,35.0,,,21.8,very satisfied,,,,,
617,1.414495664,female,14.0,w. sou. central,24.0,6309.0,,28.0,28.0,,,,,,,
618,0.9429971097,female,12.0,w. sou. central,34.0,3154.5,,45.0,31.0,,very satisfied,strongly agree,strongly agree,,strongly agree,strongly agree
619,0.9429971097,female,16.0,w. sou. central,44.0,13143.75,61.0,,62.0,80.9,mod. satisfied,,,,,
620,0.4714985548,female,12.0,w. sou. central,80.0,22782.5,37.0,45.0,53.0,32.6,very satisfied,agree,disagree,disagree,strongly disagree,agree
621,0.9429971097,female,16.0,w. sou. central,61.0,158201.8412,47.0,,73.0,38.8,very satisfied,agree,disagree,disagree,disagree,disagree
622,1.414495664,female,12.0,w. sou. central,39.0,84120.0,31.0,60.0,46.0,39.7,a little dissat,disagree,disagree,disagree,disagree,disagree
623,2.35896796,female,20.0,w. sou. central,41.0,70100.0,51.0,59.0,,78.3,very satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
624,0.9429971097,male,14.0,w. sou. central,34.0,57832.5,45.0,69.0,,38.8,very satisfied,strongly disagree,disagree,agree,agree,strongly agree
625,0.9429971097,female,19.0,w. sou. central,70.0,,61.0,31.0,31.0,80.9,,strongly agree,agree,agree,disagree,agree
626,0.9429971097,female,15.0,w. sou. central,49.0,84120.0,62.0,47.0,,79.9,very satisfied,,,,,
627,0.9429971097,female,19.0,w. sou. central,59.0,,38.0,,62.0,27.0,,strongly agree,disagree,disagree,disagree,agree
628,0.4714985548,female,20.0,w. sou. central,31.0,26287.5,69.0,69.0,59.0,91.1,very satisfied,,,,,
629,0.4714985548,male,16.0,w. sou. central,77.0,38555.0,61.0,47.0,50.0,60.5,,agree,disagree,agree,agree,agree
630,0.4714985548,female,17.0,w. sou. central,40.0,,35.0,36.0,,21.8,mod. satisfied,agree,agree,agree,agree,agree
631,0.9429971097,female,16.0,south atlantic,53.0,,45.0,,,59.8,mod. satisfied,,,,,
632,1.17948398,female,12.0,south atlantic,29.0,13143.75,31.0,31.0,28.0,39.7,a little dissat,strongly agree,disagree,disagree,disagree,disagree
633,0.4714985548,female,15.0,south atlantic,39.0,26287.5,46.0,47.0,36.0,52.0,a little dissat,,,,,
634,0.4714985548,female,15.0,south atlantic,27.0,26287.5,33.0,32.0,44.0,63.7,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
635,0.4714985548,male,18.0,south atlantic,62.0,57832.5,74.0,,46.0,84.5,very satisfied,agree,agree,disagree,,
636,0.9429971097,female,12.0,south atlantic,48.0,7886.25,33.0,40.0,,13.6,mod. satisfied,,,,,
637,0.9429971097,female,12.0,south atlantic,28.0,47317.5,26.0,,46.0,31.3,very satisfied,agree,disagree,disagree,agree,disagree
638,0.9429971097,male,12.0,south atlantic,47.0,9638.75,35.0,48.0,,20.9,mod. satisfied,strongly agree,agree,disagree,disagree,neither agree nor disagree
639,0.4714985548,female,13.0,south atlantic,42.0,26287.5,50.0,28.0,,38.3,mod. satisfied,agree,disagree,disagree,disagree,disagree
640,2.35896796,female,12.0,south atlantic,38.0,84120.0,47.0,,44.0,38.8,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
641,0.9429971097,male,16.0,south atlantic,53.0,70100.0,74.0,40.0,59.0,84.5,mod. satisfied,agree,disagree,disagree,agree,agree
642,0.4714985548,male,14.0,south atlantic,40.0,47317.5,35.0,35.0,43.0,26.8,mod. satisfied,,,,,
643,0.9429971097,male,15.0,south atlantic,57.0,158201.8412,43.0,38.0,48.0,52.4,very satisfied,strongly agree,disagree,agree,strongly disagree,strongly disagree
644,0.9429971097,male,11.0,south atlantic,51.0,38555.0,54.0,31.0,72.0,55.1,very satisfied,agree,disagree,disagree,agree,strongly agree
645,0.4714985548,female,14.0,south atlantic,60.0,9638.75,80.0,47.0,,92.8,,,,,,
646,0.4714985548,female,18.0,south atlantic,55.0,84120.0,69.0,,46.0,46.6,very satisfied,disagree,strongly disagree,disagree,disagree,disagree
647,0.9429971097,female,14.0,south atlantic,40.0,158201.8412,22.0,35.0,50.0,17.5,mod. satisfied,strongly agree,strongly agree,agree,strongly disagree,agree
648,0.9429971097,male,11.0,south atlantic,25.0,,28.0,25.0,,25.2,mod. satisfied,disagree,strongly disagree,disagree,strongly agree,strongly agree
649,0.9429971097,female,6.0,south atlantic,19.0,13143.75,24.0,,46.0,20.7,mod. satisfied,disagree,strongly agree,disagree,strongly agree,neither agree nor disagree
650,0.4714985548,male,3.0,south atlantic,46.0,14896.25,46.0,,46.0,39.9,mod. satisfied,agree,agree,agree,disagree,disagree
651,0.4714985548,female,9.0,south atlantic,60.0,7886.25,45.0,33.0,,19.7,,agree,strongly agree,disagree,disagree,disagree
652,0.4714985548,female,12.0,south atlantic,22.0,3154.5,38.0,48.0,,25.7,mod. satisfied,strongly agree,disagree,disagree,strongly agree,neither agree nor disagree
653,0.9429971097,female,19.0,south atlantic,29.0,38555.0,67.0,48.0,60.0,73.6,mod. satisfied,disagree,strongly disagree,disagree,disagree,agree
654,0.4714985548,male,16.0,south atlantic,28.0,22782.5,29.0,67.0,35.0,29.5,a little dissat,,,,,
655,0.4714985548,female,12.0,south atlantic,36.0,9638.75,25.0,48.0,,12.6,mod. satisfied,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree
656,0.9429971097,female,16.0,south atlantic,29.0,22782.5,48.0,35.0,71.0,26.1,very satisfied,,,,,
657,0.9429971097,male,12.0,south atlantic,40.0,31545.0,35.0,,37.0,25.1,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
658,0.4714985548,male,14.0,south atlantic,47.0,57832.5,45.0,64.0,46.0,62.0,mod. satisfied,,,,,
659,0.4714985548,female,13.0,south atlantic,,57832.5,51.0,47.0,34.0,28.7,,strongly agree,disagree,disagree,agree,disagree
660,0.9429971097,male,14.0,south atlantic,51.0,22782.5,50.0,,35.0,32.6,very satisfied,disagree,disagree,disagree,disagree,agree
661,0.4714985548,male,13.0,south atlantic,63.0,11391.25,51.0,39.0,60.0,61.9,mod. satisfied,,,,,
662,0.4714985548,male,13.0,south atlantic,33.0,38555.0,39.0,32.0,,67.7,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,agree
663,0.9429971097,female,12.0,south atlantic,47.0,38555.0,57.0,35.0,,53.8,very dissatisfied,,,,,
664,1.885994219,female,15.0,south atlantic,26.0,70100.0,31.0,61.0,24.0,37.6,very satisfied,strongly agree,disagree,agree,disagree,agree
665,0.9429971097,male,16.0,south atlantic,68.0,47317.5,66.0,47.0,45.0,62.6,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,agree
666,0.9429971097,female,16.0,south atlantic,36.0,70100.0,53.0,64.0,62.0,73.9,a little dissat,,,,,
667,0.4714985548,male,14.0,south atlantic,34.0,70100.0,59.0,36.0,50.0,65.1,very satisfied,agree,disagree,disagree,disagree,agree
668,1.885994219,female,17.0,south atlantic,30.0,158201.8412,61.0,50.0,35.0,80.9,mod. satisfied,,,,,
669,0.9429971097,female,13.0,south atlantic,71.0,112160.0,24.0,31.0,48.0,30.9,,agree,disagree,disagree,disagree,agree
670,2.35896796,female,12.0,south atlantic,28.0,70100.0,25.0,74.0,72.0,23.3,very satisfied,,,,,
671,0.4714985548,male,16.0,south atlantic,65.0,47317.5,39.0,31.0,35.0,38.1,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,agree
672,0.9429971097,male,12.0,south atlantic,49.0,158201.8412,53.0,47.0,,59.1,very satisfied,,,,,
673,1.17948398,male,12.0,south atlantic,32.0,16648.75,35.0,45.0,43.0,32.0,a little dissat,agree,agree,disagree,disagree,disagree
674,0.9429971097,female,15.0,south atlantic,21.0,3154.5,31.0,46.0,47.0,19.6,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
675,0.9429971097,female,14.0,south atlantic,38.0,38555.0,38.0,47.0,70.0,25.7,mod. satisfied,strongly agree,agree,disagree,strongly disagree,agree
676,3.53845194,male,14.0,south atlantic,22.0,47317.5,40.0,47.0,45.0,33.4,mod. satisfied,,,,,
677,0.9429971097,male,14.0,south atlantic,50.0,38555.0,40.0,34.0,24.0,49.4,very satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
678,1.414495664,male,13.0,south atlantic,86.0,7886.25,44.0,48.0,62.0,52.5,,disagree,strongly disagree,disagree,agree,disagree
679,1.414495664,female,12.0,south atlantic,59.0,26287.5,64.0,48.0,46.0,84.2,very dissatisfied,agree,disagree,disagree,disagree,disagree
680,1.414495664,female,15.0,south atlantic,28.0,26287.5,,60.0,,,,disagree,disagree,disagree,disagree,disagree
681,0.9429971097,male,15.0,south atlantic,54.0,57832.5,38.0,64.0,33.0,27.0,mod. satisfied,,,,,
682,0.9429971097,female,15.0,south atlantic,71.0,47317.5,38.0,61.0,24.0,59.1,very satisfied,agree,disagree,,disagree,neither agree nor disagree
683,1.414495664,female,16.0,south atlantic,58.0,112160.0,38.0,,53.0,59.1,a little dissat,agree,disagree,disagree,disagree,agree
684,1.414495664,female,3.0,south atlantic,88.0,,,,46.0,,,disagree,agree,agree,agree,agree
685,0.9429971097,male,12.0,south atlantic,34.0,98140.0,45.0,39.0,29.0,38.8,very satisfied,,,,,
686,0.9429971097,female,12.0,south atlantic,52.0,11391.25,31.0,56.0,45.0,39.7,a little dissat,,,,,
687,1.885994219,female,12.0,south atlantic,71.0,,32.0,,27.0,13.2,,strongly disagree,strongly agree,disagree,strongly agree,agree
688,0.9429971097,female,11.0,south atlantic,21.0,,28.0,39.0,,21.6,mod. satisfied,disagree,disagree,disagree,disagree,disagree
689,0.9429971097,male,12.0,south atlantic,23.0,6309.0,25.0,,,23.3,mod. satisfied,,,,,
690,0.4714985548,male,12.0,south atlantic,82.0,1402.0,33.0,,46.0,13.6,,strongly disagree,agree,disagree,strongly disagree,disagree
691,1.414495664,male,12.0,south atlantic,34.0,31545.0,25.0,43.0,,23.3,mod. satisfied,,,,,
692,0.9429971097,female,14.0,south atlantic,32.0,16648.75,31.0,28.0,,37.6,very dissatisfied,strongly disagree,strongly disagree,disagree,strongly agree,agree
693,0.4714985548,female,15.0,south atlantic,43.0,31545.0,36.0,,46.0,44.6,very dissatisfied,agree,agree,agree,disagree,agree
694,0.4714985548,female,12.0,south atlantic,75.0,22782.5,,,24.0,,mod. satisfied,agree,disagree,disagree,disagree,agree
695,0.9429971097,male,12.0,south atlantic,46.0,31545.0,25.0,61.0,,23.8,very satisfied,agree,disagree,disagree,agree,agree
696,0.9429971097,male,12.0,south atlantic,33.0,22782.5,35.0,40.0,36.0,32.0,mod. satisfied,disagree,disagree,disagree,agree,agree
697,0.4714985548,female,4.0,south atlantic,79.0,7886.25,21.0,,27.0,13.6,,agree,strongly disagree,agree,strongly agree,agree
698,0.9429971097,female,12.0,south atlantic,50.0,,25.0,,44.0,23.3,mod. satisfied,,,,,
699,0.9429971097,female,16.0,south atlantic,40.0,70100.0,60.0,25.0,25.0,76.3,mod. satisfied,,,,,
700,0.4714985548,female,4.0,south atlantic,89.0,2453.5,48.0,,43.0,24.2,,,,,,
701,1.414495664,male,13.0,south atlantic,65.0,38555.0,38.0,38.0,73.0,58.2,very satisfied,strongly disagree,strongly agree,agree,strongly agree,agree
702,0.4714985548,female,13.0,south atlantic,69.0,22782.5,38.0,32.0,,58.2,,,,,,
703,0.9429971097,male,12.0,south atlantic,73.0,19277.5,44.0,,45.0,52.5,,agree,disagree,disagree,disagree,agree
704,1.414495664,female,9.0,south atlantic,53.0,,25.0,,,12.6,a little dissat,strongly disagree,strongly disagree,disagree,agree,agree
705,0.9429971097,female,14.0,south atlantic,46.0,70100.0,42.0,,31.0,39.6,mod. satisfied,,,,,
706,0.4714985548,female,12.0,south atlantic,56.0,57832.5,53.0,,40.0,73.9,very satisfied,disagree,agree,disagree,disagree,agree
707,0.9429971097,male,12.0,south atlantic,71.0,112160.0,49.0,,50.0,56.9,very satisfied,strongly agree,strongly agree,disagree,strongly disagree,strongly agree
708,0.4714985548,male,12.0,south atlantic,33.0,57832.5,37.0,44.0,,33.2,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
709,0.4714985548,female,15.0,south atlantic,68.0,,52.0,,53.0,60.3,,agree,strongly disagree,disagree,agree,neither agree nor disagree
710,0.4714985548,female,12.0,south atlantic,89.0,22782.5,49.0,,39.0,56.9,,strongly disagree,agree,disagree,disagree,neither agree nor disagree
711,0.4714985548,male,9.0,south atlantic,19.0,7886.25,24.0,35.0,27.0,20.7,mod. satisfied,disagree,strongly agree,disagree,agree,disagree
712,1.414495664,male,16.0,south atlantic,26.0,,51.0,52.0,,63.7,very satisfied,,,,,
713,0.4714985548,female,18.0,south atlantic,28.0,26287.5,49.0,,73.0,28.6,mod. satisfied,strongly agree,strongly agree,disagree,disagree,disagree
714,0.4714985548,male,12.0,south atlantic,70.0,5257.5,45.0,,53.0,38.8,,,,,,
715,0.9429971097,female,11.0,south atlantic,38.0,31545.0,48.0,46.0,50.0,24.2,mod. satisfied,,,,,
716,0.9429971097,male,18.0,e. nor. central,39.0,158201.8412,59.0,,80.0,77.7,mod. satisfied,,,,,
717,1.885994219,male,13.0,e. nor. central,19.0,112160.0,,,62.0,,mod. satisfied,,,,,
718,1.18945145,male,18.0,e. nor. central,45.0,158201.8412,63.0,25.0,64.0,81.6,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
719,0.9429971097,female,18.0,e. nor. central,47.0,158201.8412,53.0,46.0,46.0,68.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
720,0.9429971097,male,18.0,e. nor. central,46.0,112160.0,64.0,,69.0,82.5,mod. satisfied,agree,disagree,disagree,disagree,agree
721,1.414495664,female,11.0,e. nor. central,19.0,57832.5,35.0,41.0,28.0,21.8,,,,,,
722,0.4714985548,female,16.0,e. nor. central,48.0,112160.0,50.0,59.0,61.0,68.6,very satisfied,agree,strongly disagree,disagree,strongly disagree,strongly disagree
723,0.9429971097,female,15.0,e. nor. central,38.0,158201.8412,38.0,25.0,,43.0,very satisfied,,,,,
724,0.9429971097,male,16.0,e. nor. central,24.0,98140.0,,36.0,48.0,,mod. satisfied,,,,,
725,0.4714985548,female,12.0,e. nor. central,54.0,5257.5,38.0,39.0,,27.0,,agree,disagree,disagree,disagree,disagree
726,0.9429971097,male,15.0,e. nor. central,50.0,14896.25,49.0,,28.0,46.0,a little dissat,agree,disagree,disagree,disagree,agree
727,4.717935919,male,13.0,e. nor. central,48.0,112160.0,35.0,46.0,65.0,32.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
728,0.9429971097,male,14.0,e. nor. central,25.0,14896.25,31.0,48.0,,19.6,mod. satisfied,agree,disagree,disagree,disagree,agree
729,0.4714985548,male,12.0,e. nor. central,59.0,38555.0,32.0,35.0,38.0,25.7,a little dissat,,,,,
730,1.885994219,male,12.0,e. nor. central,25.0,22782.5,35.0,,42.0,32.0,mod. satisfied,disagree,disagree,agree,strongly disagree,strongly disagree
731,0.9429971097,female,14.0,e. nor. central,28.0,38555.0,32.0,64.0,,35.8,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
732,0.4714985548,female,13.0,e. nor. central,40.0,11391.25,52.0,52.0,35.0,49.2,very satisfied,,,,,
733,0.9429971097,female,18.0,e. nor. central,73.0,47317.5,64.0,31.0,57.0,84.2,,agree,strongly disagree,disagree,disagree,strongly disagree
734,0.9429971097,male,10.0,e. nor. central,50.0,84120.0,32.0,,36.0,24.1,mod. satisfied,agree,disagree,disagree,disagree,strongly disagree
735,1.885994219,female,16.0,e. nor. central,20.0,70100.0,60.0,39.0,58.0,65.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
736,0.9429971097,male,14.0,e. nor. central,43.0,57832.5,45.0,46.0,45.0,58.4,mod. satisfied,,,,,
737,2.35896796,female,16.0,e. nor. central,68.0,98140.0,38.0,,31.0,61.5,,,,,,
738,1.414495664,male,12.0,e. nor. central,18.0,98140.0,50.0,60.0,64.0,68.6,very satisfied,,,,,
739,0.9429971097,female,14.0,e. nor. central,54.0,158201.8412,31.0,49.0,35.0,37.6,very satisfied,,,,,
740,0.4714985548,female,17.0,e. nor. central,71.0,16648.75,50.0,60.0,47.0,57.4,very satisfied,agree,agree,,agree,neither agree nor disagree
741,0.9429971097,female,12.0,e. nor. central,28.0,31545.0,47.0,39.0,,57.8,very satisfied,,,,,
742,0.4714985548,male,16.0,e. nor. central,46.0,38555.0,38.0,,35.0,59.1,very satisfied,,,,,
743,0.9429971097,male,10.0,e. nor. central,47.0,22782.5,73.0,36.0,35.0,84.0,very satisfied,agree,disagree,disagree,disagree,agree
744,0.4714985548,female,12.0,e. nor. central,65.0,38555.0,45.0,,49.0,38.3,a little dissat,strongly agree,disagree,disagree,disagree,agree
745,3.53845194,male,12.0,e. nor. central,18.0,47317.5,25.0,35.0,28.0,23.8,mod. satisfied,,,,,
746,0.4714985548,female,14.0,e. nor. central,57.0,31545.0,28.0,25.0,,22.9,very satisfied,agree,disagree,disagree,disagree,agree
747,0.4714985548,female,16.0,e. nor. central,65.0,11391.25,31.0,16.0,48.0,19.6,very satisfied,strongly agree,disagree,disagree,strongly disagree,agree
748,0.9429971097,female,12.0,e. nor. central,25.0,11391.25,30.0,64.0,,24.1,mod. satisfied,,,,,
749,0.4714985548,male,12.0,e. nor. central,30.0,47317.5,35.0,,,32.0,very satisfied,,,,,
750,0.4714985548,female,13.0,e. nor. central,37.0,47317.5,31.0,40.0,35.0,37.6,very satisfied,agree,agree,agree,disagree,strongly agree
751,0.9429971097,female,12.0,e. nor. central,68.0,70100.0,40.0,31.0,25.0,41.8,,,,,,
752,0.9429971097,male,15.0,e. nor. central,47.0,84120.0,60.0,33.0,49.0,65.2,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
753,0.4714985548,male,10.0,e. nor. central,61.0,9638.75,28.0,64.0,45.0,25.2,very satisfied,agree,disagree,agree,agree,agree
754,0.9429971097,male,12.0,pacific,23.0,47317.5,25.0,21.0,24.0,23.8,a little dissat,,,,,
755,0.4714985548,male,18.0,pacific,27.0,22782.5,59.0,66.0,66.0,77.7,very satisfied,agree,disagree,disagree,disagree,agree
756,1.414495664,male,11.0,pacific,19.0,70100.0,35.0,53.0,50.0,25.0,mod. satisfied,,,,,
757,0.9429971097,male,20.0,pacific,54.0,84120.0,47.0,49.0,25.0,50.0,very satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
758,0.9429971097,female,16.0,pacific,34.0,47317.5,52.0,38.0,,65.6,,,,,,
759,0.4714985548,female,18.0,pacific,89.0,38555.0,61.0,,47.0,80.9,,agree,disagree,disagree,disagree,disagree
760,0.9429971097,male,14.0,pacific,34.0,57832.5,63.0,,48.0,79.3,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
761,1.414495664,male,16.0,pacific,64.0,158201.8412,53.0,31.0,42.0,59.1,,agree,disagree,disagree,disagree,disagree
762,0.9429971097,female,16.0,pacific,36.0,98140.0,63.0,61.0,65.0,79.3,very satisfied,strongly agree,strongly disagree,disagree,disagree,strongly disagree
763,0.9429971097,female,16.0,pacific,42.0,57832.5,38.0,36.0,49.0,59.1,very satisfied,agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
764,0.9429971097,female,16.0,pacific,44.0,158201.8412,46.0,60.0,72.0,61.4,mod. satisfied,,,,,
765,2.35896796,male,15.0,pacific,44.0,158201.8412,26.0,,49.0,28.5,very satisfied,strongly disagree,strongly agree,agree,strongly agree,disagree
766,0.9429971097,male,18.0,pacific,43.0,158201.8412,60.0,60.0,,87.9,very satisfied,,,,,
767,0.4714985548,female,17.0,pacific,77.0,47317.5,47.0,,43.0,65.3,,agree,disagree,disagree,disagree,agree
768,0.4714985548,male,9.0,pacific,43.0,,49.0,21.0,44.0,46.0,very satisfied,agree,strongly disagree,disagree,disagree,strongly agree
769,1.414495664,male,12.0,pacific,36.0,38555.0,41.0,38.0,,27.2,mod. satisfied,,,,,
770,0.4714985548,male,16.0,pacific,30.0,22782.5,60.0,47.0,38.0,87.9,mod. satisfied,,,,,
771,0.4714985548,male,19.0,pacific,58.0,84120.0,51.0,47.0,36.0,63.7,very satisfied,agree,disagree,disagree,disagree,disagree
772,0.9429971097,female,16.0,pacific,89.0,98140.0,60.0,,28.0,76.3,,disagree,disagree,disagree,disagree,neither agree nor disagree
773,0.4714985548,male,12.0,pacific,62.0,9638.75,25.0,53.0,39.0,23.3,,disagree,agree,agree,agree,agree
