id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
1,2.357492774,male,14.0,new england,43.0,,47.0,31.0,45.0,65.3,very satisfied,strongly agree,disagree,agree,strongly disagree,agree
2,0.9429971097,female,10.0,new england,74.0,22782.5,22.0,32.0,39.0,14.8,,,,,,
3,0.9429971097,male,16.0,new england,42.0,112160.0,61.0,32.0,72.0,83.4,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
4,0.9429971097,female,16.0,new england,63.0,158201.8412,59.0,,39.0,69.3,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
5,0.9429971097,male,18.0,new england,71.0,158201.8412,53.0,35.0,45.0,68.6,,,,,,
6,0.9429971097,female,16.0,new england,67.0,,53.0,33.0,45.0,69.3,,strongly agree,disagree,disagree,disagree,agree
7,0.9429971097,female,13.0,middle atlantic,59.0,13143.75,48.0,44.0,,24.2,very satisfied,,,,,
8,0.4714985548,male,12.0,middle atlantic,43.0,38555.0,35.0,25.0,,23.7,very satisfied,,,,,
9,0.4714985548,female,8.0,middle atlantic,62.0,3855.5,35.0,38.0,45.0,21.8,mod. satisfied,disagree,strongly disagree,disagree,agree,agree
10,0.9429971097,male,12.0,new england,55.0,70100.0,39.0,72.0,44.0,57.1,mod. satisfied,disagree,disagree,disagree,agree,agree
11,0.9429971097,male,19.0,new england,59.0,112160.0,72.0,64.0,46.0,77.4,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
12,1.17948398,female,14.0,new england,34.0,14896.25,35.0,46.0,,31.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
13,0.4714985548,female,13.0,new england,61.0,16648.75,45.0,31.0,32.0,59.8,,disagree,disagree,disagree,disagree,disagree
14,0.9429971097,male,16.0,middle atlantic,44.0,84120.0,72.0,48.0,26.0,86.6,mod. satisfied,,,,,
15,1.414495664,female,12.0,middle atlantic,41.0,1402.0,28.0,32.0,35.0,21.6,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,disagree
16,0.9429971097,female,12.0,middle atlantic,75.0,47317.5,53.0,16.0,39.0,73.9,mod. satisfied,strongly disagree,disagree,agree,disagree,agree
17,0.9429971097,female,16.0,middle atlantic,55.0,70100.0,64.0,31.0,59.0,84.2,very dissatisfied,strongly disagree,strongly disagree,disagree,disagree,agree
18,0.9429971097,female,16.0,middle atlantic,30.0,,,,65.0,,mod. satisfied,strongly disagree,agree,disagree,disagree,disagree
19,0.4714985548,female,20.0,middle atlantic,40.0,57832.5,64.0,64.0,31.0,82.5,mod. satisfied,,,,,
20,4.717935919,male,18.0,middle atlantic,30.0,,38.0,38.0,66.0,43.0,a little dissat,agree,strongly disagree,disagree,disagree,agree
21,0.9429971097,female,15.0,middle atlantic,34.0,84120.0,38.0,59.0,,58.2,very satisfied,agree,disagree,disagree,disagree,agree
22,3.53845194,female,14.0,middle atlantic,29.0,,,60.0,42.0,,,,,,,
23,0.9429971097,female,14.0,middle atlantic,40.0,70100.0,64.0,55.0,53.0,84.2,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
24,0.9429971097,male,12.0,middle atlantic,37.0,47317.5,35.0,61.0,46.0,19.2,very satisfied,strongly agree,strongly disagree,disagree,disagree,strongly agree
25,0.9429971097,female,16.0,middle atlantic,56.0,57832.5,54.0,44.0,50.0,62.9,very satisfied,agree,disagree,disagree,agree,neither agree nor disagree
26,1.17948398,male,8.0,middle atlantic,82.0,22782.5,44.0,,48.0,36.4,,,,,,
27,1.17948398,female,12.0,middle atlantic,68.0,26287.5,38.0,39.0,32.0,25.7,mod. satisfied,disagree,disagree,agree,agree,disagree
28,0.4714985548,female,9.0,middle atlantic,42.0,7886.25,,36.0,24.0,,very satisfied,,,,,
29,0.9429971097,female,12.0,middle atlantic,40.0,38555.0,48.0,46.0,35.0,24.2,mod. satisfied,agree,agree,disagree,disagree,disagree
30,1.414495664,male,14.0,middle atlantic,20.0,84120.0,31.0,64.0,45.0,19.6,very satisfied,,,,,
31,0.9429971097,female,12.0,middle atlantic,74.0,,64.0,45.0,,84.2,,disagree,disagree,disagree,agree,disagree
32,0.9429971097,male,8.0,middle atlantic,89.0,22782.5,45.0,,66.0,46.6,,,,,,
33,0.9429971097,female,16.0,middle atlantic,60.0,,60.0,40.0,49.0,76.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
34,0.4714985548,female,16.0,middle atlantic,56.0,84120.0,64.0,38.0,,71.8,very dissatisfied,strongly agree,strongly disagree,disagree,disagree,strongly agree
35,0.4714985548,female,10.0,middle atlantic,55.0,,35.0,,32.0,21.8,very satisfied,agree,agree,disagree,agree,agree
36,0.9429971097,male,18.0,middle atlantic,65.0,98140.0,60.0,31.0,38.0,87.9,very satisfied,,,,,
37,0.4714985548,female,20.0,middle atlantic,71.0,70100.0,39.0,,34.0,67.7,mod. satisfied,strongly agree,disagree,disagree,disagree,agree
38,0.4714985548,male,20.0,middle atlantic,34.0,31545.0,73.0,51.0,63.0,85.8,very dissatisfied,,,,,
39,0.4714985548,male,19.0,middle atlantic,45.0,47317.5,53.0,32.0,49.0,64.2,mod. satisfied,disagree,disagree,disagree,agree,agree
40,0.4714985548,female,12.0,middle atlantic,50.0,,,,,,,agree,disagree,disagree,disagree,agree
41,0.4714985548,female,12.0,middle atlantic,65.0,9638.75,35.0,31.0,31.0,31.6,very satisfied,disagree,disagree,disagree,agree,neither agree nor disagree
42,0.9429971097,male,12.0,middle atlantic,52.0,26287.5,42.0,,,35.3,mod. satisfied,agree,disagree,disagree,disagree,disagree
43,0.4714985548,female,12.0,middle atlantic,62.0,31545.0,24.0,46.0,25.0,20.7,,agree,disagree,disagree,disagree,neither agree nor disagree
44,0.9429971097,male,18.0,middle atlantic,60.0,,57.0,59.0,80.0,75.6,,,,,,
45,2.35896796,female,16.0,middle atlantic,62.0,57832.5,48.0,24.0,,51.5,very satisfied,,,,,
46,0.4714985548,female,12.0,middle atlantic,46.0,22782.5,48.0,,50.0,24.2,mod. satisfied,strongly disagree,disagree,disagree,agree,disagree
47,0.9429971097,male,18.0,middle atlantic,40.0,84120.0,45.0,45.0,48.0,50.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
48,1.414495664,female,18.0,middle atlantic,53.0,158201.8412,65.0,36.0,,80.7,a little dissat,agree,strongly disagree,disagree,disagree,agree
49,0.4714985548,male,17.0,middle atlantic,75.0,84120.0,53.0,,72.0,69.3,,disagree,strongly disagree,disagree,disagree,agree
50,0.9429971097,female,16.0,middle atlantic,67.0,70100.0,48.0,51.0,,24.2,,agree,strongly disagree,disagree,disagree,agree
51,1.885994219,male,14.0,middle atlantic,22.0,,47.0,38.0,53.0,57.8,very satisfied,,,,,
52,0.9429971097,female,12.0,middle atlantic,42.0,19277.5,53.0,35.0,32.0,73.9,mod. satisfied,strongly agree,strongly disagree,disagree,agree,agree
53,0.4714985548,female,18.0,middle atlantic,59.0,57832.5,48.0,74.0,80.0,24.2,mod. satisfied,agree,strongly disagree,disagree,agree,neither agree nor disagree
54,0.9429971097,female,18.0,middle atlantic,33.0,38555.0,80.0,53.0,80.0,92.8,,,,,,
55,0.9429971097,male,16.0,middle atlantic,46.0,158201.8412,60.0,74.0,66.0,87.9,very satisfied,agree,disagree,disagree,disagree,agree
56,0.9429971097,male,14.0,middle atlantic,55.0,98140.0,66.0,42.0,26.0,92.0,mod. satisfied,,,,,
57,0.9429971097,female,16.0,middle atlantic,43.0,84120.0,33.0,,41.0,63.7,very satisfied,strongly agree,disagree,disagree,agree,strongly agree
58,0.9429971097,female,14.0,middle atlantic,45.0,6309.0,32.0,,,35.8,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
59,1.885994219,male,11.0,middle atlantic,23.0,47317.5,25.0,36.0,16.0,23.3,a little dissat,,,,,
60,0.4714985548,female,9.0,middle atlantic,28.0,5257.5,31.0,64.0,,39.7,mod. satisfied,agree,agree,,disagree,strongly agree
61,0.9429971097,female,13.0,middle atlantic,27.0,3855.5,25.0,35.0,,12.6,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
62,0.9429971097,female,10.0,middle atlantic,42.0,26287.5,35.0,,48.0,21.8,a little dissat,strongly agree,agree,disagree,disagree,strongly agree
63,0.4714985548,female,16.0,middle atlantic,41.0,38555.0,43.0,,65.0,61.2,mod. satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
64,1.17948398,female,13.0,middle atlantic,64.0,26287.5,48.0,,46.0,24.2,,disagree,strongly disagree,disagree,agree,strongly agree
65,0.4714985548,male,12.0,middle atlantic,53.0,,35.0,,,25.0,,agree,disagree,disagree,disagree,disagree
66,0.4714985548,male,20.0,middle atlantic,79.0,14896.25,60.0,31.0,34.0,76.3,,strongly agree,strongly agree,disagree,agree,agree
67,0.4714985548,male,14.0,middle atlantic,34.0,70100.0,35.0,,,31.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
68,0.9429971097,female,14.0,middle atlantic,59.0,112160.0,47.0,48.0,,38.8,,,,,,
69,1.17948398,female,19.0,middle atlantic,32.0,98140.0,58.0,58.0,49.0,71.0,mod. satisfied,agree,agree,disagree,strongly disagree,agree
70,2.35896796,female,16.0,middle atlantic,33.0,11391.25,54.0,38.0,,62.9,very dissatisfied,disagree,agree,disagree,strongly disagree,agree
71,1.17948398,male,15.0,middle atlantic,35.0,6309.0,,38.0,,,,agree,disagree,disagree,disagree,disagree
72,0.9429971097,male,16.0,middle atlantic,37.0,98140.0,39.0,64.0,38.0,41.0,mod. satisfied,agree,disagree,agree,agree,agree
73,0.9429971097,female,16.0,middle atlantic,28.0,47317.5,28.0,47.0,,21.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
74,1.17948398,female,20.0,middle atlantic,42.0,158201.8412,63.0,46.0,36.0,81.0,mod. satisfied,,,,,
75,1.414495664,male,14.0,middle atlantic,21.0,70100.0,45.0,64.0,65.0,50.0,mod. satisfied,,,,,
76,2.357492774,female,14.0,middle atlantic,33.0,158201.8412,32.0,48.0,,35.8,very satisfied,strongly agree,strongly disagree,disagree,disagree,strongly agree
77,0.9429971097,female,16.0,middle atlantic,37.0,158201.8412,57.0,48.0,63.0,75.6,very satisfied,,,,,
78,1.414495664,female,8.0,middle atlantic,89.0,47317.5,37.0,,28.0,18.6,mod. satisfied,strongly disagree,agree,,disagree,neither agree nor disagree
79,0.9429971097,female,14.0,middle atlantic,47.0,,52.0,,32.0,60.3,very satisfied,,,,,
80,0.9429971097,female,,middle atlantic,63.0,,,,,,,,disagree,disagree,,
81,0.9429971097,female,16.0,middle atlantic,71.0,70100.0,59.0,,24.0,73.9,,strongly agree,strongly disagree,disagree,disagree,disagree
82,0.9429971097,female,12.0,middle atlantic,42.0,98140.0,,47.0,45.0,,very satisfied,disagree,disagree,disagree,disagree,neither agree nor disagree
83,0.9429971097,female,12.0,middle atlantic,37.0,38555.0,51.0,25.0,,28.7,very satisfied,agree,disagree,disagree,disagree,strongly agree
84,1.414495664,female,13.0,middle atlantic,40.0,47317.5,38.0,47.0,52.0,27.0,very satisfied,agree,strongly disagree,disagree,disagree,strongly disagree
85,0.9429971097,male,12.0,middle atlantic,70.0,31545.0,35.0,35.0,,31.6,very satisfied,,,,,
86,0.9429971097,male,17.0,middle atlantic,28.0,38555.0,60.0,33.0,22.0,65.3,mod. satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
87,0.9429971097,female,13.0,middle atlantic,53.0,26287.5,25.0,42.0,35.0,12.6,mod. satisfied,strongly disagree,agree,disagree,disagree,agree
88,2.35896796,male,16.0,middle atlantic,46.0,158201.8412,25.0,49.0,,23.3,very satisfied,,,,,
89,0.9429971097,male,18.0,middle atlantic,55.0,70100.0,55.0,49.0,59.0,77.2,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
90,1.17948398,male,18.0,middle atlantic,28.0,6309.0,67.0,40.0,38.0,73.6,very satisfied,disagree,agree,disagree,disagree,neither agree nor disagree
91,1.17948398,male,16.0,middle atlantic,42.0,70100.0,75.0,,69.0,91.1,a little dissat,agree,disagree,disagree,disagree,agree
92,0.4714985548,female,19.0,middle atlantic,77.0,84120.0,51.0,80.0,57.0,73.4,very satisfied,agree,strongly disagree,agree,disagree,agree
93,0.9429971097,male,16.0,middle atlantic,29.0,,72.0,,72.0,92.1,very satisfied,strongly agree,strongly disagree,agree,disagree,disagree
94,1.414495664,female,12.0,middle atlantic,62.0,,35.0,,46.0,21.8,very satisfied,strongly agree,disagree,agree,disagree,neither agree nor disagree
95,0.4714985548,female,16.0,middle atlantic,30.0,70100.0,,48.0,,,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
96,1.414495664,male,14.0,middle atlantic,22.0,,35.0,47.0,51.0,23.7,a little dissat,,,,,
97,0.9429971097,female,13.0,middle atlantic,69.0,70100.0,42.0,25.0,48.0,39.6,,,,,,
98,0.4714985548,male,16.0,middle atlantic,45.0,98140.0,54.0,64.0,53.0,62.9,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
99,1.414495664,female,12.0,middle atlantic,32.0,,,,61.0,,very satisfied,,,,,
100,0.4714985548,female,4.0,middle atlantic,60.0,6309.0,39.0,29.0,27.0,38.1,very satisfied,,,,,
101,0.4714985548,male,12.0,middle atlantic,48.0,38555.0,59.0,46.0,32.0,65.1,very satisfied,disagree,agree,disagree,strongly agree,strongly agree
102,0.4714985548,female,12.0,middle atlantic,81.0,1402.0,69.0,,47.0,46.6,,agree,agree,,disagree,agree
103,0.9429971097,male,18.0,middle atlantic,50.0,158201.8412,60.0,,38.0,83.8,a little dissat,,,,,
104,0.9429971097,female,14.0,middle atlantic,78.0,70100.0,53.0,42.0,28.0,73.9,,,,,,
105,0.4714985548,male,18.0,middle atlantic,56.0,47317.5,63.0,31.0,42.0,81.0,a little dissat,agree,strongly disagree,disagree,disagree,agree
106,0.4714985548,male,14.0,middle atlantic,60.0,70100.0,32.0,31.0,45.0,38.2,mod. satisfied,agree,disagree,agree,agree,agree
107,1.885994219,male,12.0,middle atlantic,23.0,112160.0,43.0,35.0,58.0,36.2,very satisfied,disagree,agree,agree,disagree,disagree
108,0.4714985548,female,12.0,middle atlantic,67.0,,46.0,,50.0,59.8,a little dissat,agree,disagree,disagree,disagree,agree
109,0.9429971097,female,16.0,middle atlantic,54.0,,51.0,28.0,63.0,63.7,very satisfied,,,,,
110,0.9429971097,female,14.0,middle atlantic,62.0,112160.0,45.0,47.0,58.0,50.0,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
111,0.4714985548,female,14.0,middle atlantic,55.0,70100.0,64.0,37.0,40.0,84.2,very satisfied,,,,,
112,0.9429971097,female,12.0,middle atlantic,56.0,112160.0,47.0,47.0,38.0,38.8,very satisfied,disagree,agree,disagree,agree,agree
113,0.9429971097,male,14.0,middle atlantic,58.0,70100.0,38.0,35.0,,27.0,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
114,0.4714985548,female,12.0,middle atlantic,74.0,7886.25,31.0,32.0,35.0,39.7,,agree,disagree,disagree,agree,agree
115,0.9429971097,male,16.0,middle atlantic,70.0,158201.8412,31.0,32.0,49.0,55.3,very satisfied,agree,disagree,disagree,agree,agree
116,2.35896796,male,17.0,middle atlantic,35.0,158201.8412,53.0,46.0,51.0,69.3,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
117,2.35896796,male,8.0,middle atlantic,65.0,57832.5,50.0,25.0,,68.6,,strongly agree,disagree,disagree,disagree,agree
118,2.35896796,female,14.0,new england,42.0,38555.0,52.0,25.0,38.0,67.8,,,,,,
119,0.9429971097,female,13.0,new england,48.0,47317.5,36.0,35.0,,24.6,very satisfied,,,,,
120,0.9429971097,male,13.0,new england,32.0,31545.0,44.0,39.0,,28.7,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
121,2.35896796,female,12.0,new england,56.0,70100.0,38.0,50.0,44.0,25.7,very satisfied,,,,,
122,0.9429971097,female,12.0,new england,61.0,57832.5,53.0,,38.0,69.3,very satisfied,disagree,disagree,disagree,agree,disagree
123,0.4714985548,female,16.0,pacific,76.0,47317.5,31.0,47.0,47.0,40.4,very satisfied,,,,,
124,0.9429971097,female,16.0,pacific,59.0,57832.5,48.0,45.0,45.0,26.1,very satisfied,,,,,
125,0.4714985548,male,16.0,pacific,69.0,22782.5,49.0,,40.0,56.9,mod. satisfied,disagree,strongly disagree,disagree,strongly agree,strongly agree
126,0.4714985548,male,18.0,pacific,48.0,70100.0,64.0,47.0,63.0,82.5,very satisfied,disagree,agree,disagree,agree,agree
127,1.414495664,female,20.0,pacific,68.0,57832.5,71.0,42.0,,88.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
128,0.9429971097,female,16.0,pacific,39.0,350.5,36.0,61.0,49.0,37.8,very satisfied,,,,,
129,0.9429971097,male,18.0,pacific,38.0,98140.0,51.0,38.0,,78.3,very satisfied,agree,disagree,disagree,disagree,agree
130,0.9429971097,female,18.0,pacific,39.0,112160.0,67.0,40.0,63.0,73.6,mod. satisfied,,,,,
131,0.9429971097,female,12.0,pacific,52.0,,,,39.0,,mod. satisfied,disagree,agree,disagree,agree,strongly agree
132,0.9429971097,female,20.0,pacific,41.0,26287.5,72.0,38.0,68.0,92.1,very satisfied,strongly agree,disagree,disagree,disagree,disagree
133,0.4714985548,male,17.0,pacific,60.0,158201.8412,73.0,,49.0,84.0,very satisfied,strongly agree,disagree,disagree,agree,agree
134,0.9429971097,male,15.0,pacific,69.0,158201.8412,72.0,47.0,57.0,77.4,very satisfied,,,,,
135,0.9429971097,male,13.0,pacific,60.0,158201.8412,52.0,24.0,,60.3,very satisfied,agree,strongly disagree,disagree,disagree,agree
136,1.885994219,female,12.0,pacific,22.0,38555.0,38.0,35.0,,25.7,very satisfied,disagree,strongly agree,agree,disagree,agree
137,0.9429971097,male,16.0,pacific,33.0,57832.5,45.0,61.0,25.0,62.0,,strongly agree,strongly disagree,agree,disagree,disagree
138,0.9429971097,female,16.0,pacific,35.0,98140.0,25.0,47.0,65.0,23.8,a little dissat,,,,,
139,0.9429971097,female,12.0,pacific,38.0,22782.5,22.0,,27.0,14.8,mod. satisfied,strongly agree,disagree,disagree,agree,agree
140,0.9429971097,female,15.0,pacific,25.0,22782.5,64.0,17.0,37.0,82.5,a little dissat,disagree,disagree,disagree,disagree,disagree
141,0.4714985548,male,14.0,pacific,55.0,70100.0,44.0,48.0,31.0,36.4,mod. satisfied,,,,,
142,0.9429971097,male,17.0,pacific,34.0,16648.75,61.0,35.0,38.0,60.5,very satisfied,agree,strongly disagree,disagree,disagree,
143,0.9429971097,male,11.0,pacific,49.0,,25.0,28.0,,23.8,a little dissat,disagree,disagree,agree,disagree,agree
144,1.885994219,male,12.0,pacific,18.0,13143.75,,64.0,64.0,,,agree,agree,,disagree,disagree
145,0.4714985548,male,12.0,pacific,56.0,47317.5,59.0,35.0,35.0,65.1,very satisfied,disagree,disagree,disagree,agree,neither agree nor disagree
146,0.4714985548,male,12.0,pacific,19.0,47317.5,33.0,48.0,,13.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
147,1.414495664,male,12.0,pacific,34.0,47317.5,25.0,31.0,,23.8,a little dissat,disagree,disagree,disagree,disagree,disagree
148,0.4714985548,female,17.0,pacific,26.0,9638.75,52.0,33.0,31.0,60.3,very dissatisfied,disagree,disagree,disagree,strongly disagree,disagree
149,2.35896796,male,14.0,pacific,28.0,47317.5,40.0,47.0,46.0,29.5,,strongly agree,agree,agree,strongly disagree,strongly agree
150,0.9429971097,female,19.0,pacific,59.0,70100.0,71.0,38.0,35.0,88.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
151,1.414495664,female,16.0,pacific,39.0,47317.5,47.0,34.0,42.0,65.3,very satisfied,,,,,
152,0.4714985548,female,13.0,pacific,77.0,3154.5,,25.0,29.0,,,,,,,
153,0.4714985548,female,12.0,pacific,35.0,3154.5,48.0,72.0,52.0,24.2,very satisfied,agree,disagree,disagree,disagree,agree
154,0.4714985548,female,16.0,pacific,46.0,57832.5,64.0,,43.0,71.8,mod. satisfied,,,,,
155,0.9429971097,male,8.0,pacific,57.0,31545.0,48.0,31.0,25.0,24.2,a little dissat,strongly agree,agree,,strongly agree,neither agree nor disagree
156,0.9429971097,female,11.0,pacific,35.0,7886.25,24.0,35.0,,20.7,mod. satisfied,,,,,
157,0.9429971097,female,12.0,pacific,58.0,19277.5,31.0,,27.0,55.3,very satisfied,strongly disagree,disagree,disagree,disagree,strongly disagree
158,1.885994219,female,14.0,pacific,20.0,31545.0,61.0,33.0,35.0,80.9,mod. satisfied,strongly agree,strongly disagree,agree,disagree,disagree
159,1.414495664,female,7.0,pacific,48.0,13143.75,32.0,28.0,30.0,13.2,mod. satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
160,1.414495664,female,2.0,pacific,51.0,9638.75,35.0,21.0,35.0,25.0,mod. satisfied,agree,agree,disagree,agree,agree
161,1.414495664,female,11.0,pacific,18.0,,,38.0,25.0,,,,,,,
162,1.885994219,female,12.0,pacific,18.0,84120.0,,44.0,49.0,,,strongly agree,disagree,disagree,disagree,disagree
163,0.9429971097,female,12.0,pacific,41.0,47317.5,38.0,28.0,,39.2,very satisfied,agree,disagree,disagree,disagree,disagree
164,1.885994219,female,15.0,pacific,51.0,3855.5,24.0,,42.0,17.1,mod. satisfied,,,,,
165,0.9429971097,female,6.0,pacific,41.0,2453.5,,,46.0,,a little dissat,strongly agree,agree,agree,agree,agree
166,0.4714985548,female,13.0,pacific,71.0,,35.0,47.0,31.0,31.6,,disagree,disagree,disagree,disagree,neither agree nor disagree
167,1.414495664,male,9.0,pacific,43.0,31545.0,44.0,,27.0,28.7,mod. satisfied,,,,,
168,1.414495664,male,16.0,pacific,53.0,,24.0,,64.0,14.6,very satisfied,agree,disagree,disagree,agree,agree
169,0.4714985548,male,18.0,pacific,46.0,38555.0,38.0,46.0,38.0,42.8,a little dissat,,,,,
170,0.9429971097,male,13.0,pacific,36.0,47317.5,31.0,69.0,,39.7,mod. satisfied,agree,agree,disagree,disagree,disagree
171,0.9429971097,male,12.0,pacific,19.0,47317.5,24.0,,51.0,20.7,a little dissat,,,,,
172,0.9429971097,male,14.0,pacific,65.0,22782.5,45.0,,64.0,38.8,a little dissat,strongly disagree,agree,disagree,strongly agree,strongly agree
173,0.4714985548,female,13.0,pacific,60.0,31545.0,41.0,42.0,48.0,54.6,mod. satisfied,,,,,
174,1.17948398,female,16.0,pacific,63.0,,49.0,47.0,45.0,62.1,,strongly agree,strongly disagree,disagree,agree,agree
175,0.9429971097,male,20.0,pacific,36.0,158201.8412,72.0,31.0,46.0,92.1,very satisfied,,,,,
176,0.9429971097,female,16.0,pacific,40.0,112160.0,49.0,50.0,80.0,56.9,,disagree,agree,disagree,agree,disagree
177,0.9429971097,female,18.0,pacific,42.0,158201.8412,72.0,,72.0,77.4,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
178,0.4714985548,male,14.0,pacific,61.0,98140.0,46.0,,46.0,59.8,very satisfied,,,,,
179,0.4714985548,male,16.0,pacific,27.0,57832.5,60.0,60.0,48.0,76.3,mod. satisfied,agree,disagree,disagree,agree,agree
180,0.4714985548,male,14.0,pacific,52.0,9638.75,28.0,31.0,24.0,25.2,a little dissat,agree,agree,agree,,disagree
181,0.4714985548,female,12.0,pacific,36.0,,25.0,,,23.8,very satisfied,,,,,
182,0.4714985548,female,16.0,pacific,74.0,7886.25,48.0,42.0,,57.5,,agree,disagree,disagree,agree,agree
183,0.9429971097,male,20.0,pacific,36.0,98140.0,69.0,,47.0,91.1,very dissatisfied,agree,strongly disagree,disagree,agree,agree
184,0.4714985548,male,17.0,pacific,34.0,57832.5,60.0,61.0,60.0,76.3,mod. satisfied,strongly agree,disagree,disagree,disagree,agree
185,0.4714985548,male,16.0,pacific,46.0,98140.0,47.0,,32.0,57.8,very dissatisfied,strongly disagree,disagree,disagree,disagree,agree
186,1.885994219,female,14.0,pacific,21.0,112160.0,31.0,64.0,48.0,19.6,,,,,,
187,0.9429971097,female,11.0,pacific,72.0,70100.0,39.0,35.0,,38.1,,agree,strongly disagree,disagree,strongly disagree,strongly agree
188,0.9429971097,male,16.0,pacific,46.0,84120.0,65.0,48.0,39.0,80.7,a little dissat,disagree,agree,disagree,agree,agree
189,1.885994219,female,14.0,pacific,21.0,,18.0,38.0,60.0,30.3,,,,,,
190,0.9429971097,male,13.0,pacific,46.0,57832.5,34.0,45.0,34.0,21.6,very satisfied,agree,disagree,disagree,agree,disagree
191,0.9429971097,male,12.0,pacific,53.0,84120.0,49.0,35.0,36.0,37.2,very satisfied,,,,,
192,0.9429971097,female,18.0,pacific,74.0,158201.8412,61.0,31.0,,80.9,,,,,,
193,1.414495664,male,6.0,pacific,70.0,350.5,,,49.0,,mod. satisfied,disagree,agree,disagree,disagree,disagree
194,0.9429971097,female,16.0,pacific,36.0,70100.0,47.0,38.0,50.0,51.6,very satisfied,strongly agree,agree,disagree,disagree,agree
195,0.4714985548,male,11.0,pacific,57.0,13143.75,43.0,27.0,62.0,36.2,,strongly disagree,strongly disagree,disagree,strongly disagree,strongly agree
196,0.4714985548,male,16.0,pacific,60.0,70100.0,48.0,61.0,38.0,57.5,mod. satisfied,agree,agree,disagree,disagree,neither agree nor disagree
197,1.885994219,female,12.0,pacific,53.0,47317.5,22.0,,46.0,24.8,very satisfied,disagree,disagree,disagree,strongly disagree,disagree
198,0.9429971097,male,12.0,pacific,69.0,70100.0,37.0,25.0,45.0,18.6,very satisfied,agree,agree,disagree,agree,agree
199,1.414495664,female,16.0,pacific,38.0,98140.0,46.0,25.0,,52.0,very satisfied,,,,,
200,1.414495664,female,14.0,pacific,48.0,158201.8412,46.0,46.0,40.0,61.4,very satisfied,strongly agree,strongly disagree,agree,strongly disagree,agree
201,2.35896796,male,16.0,pacific,30.0,57832.5,47.0,46.0,65.0,50.0,a little dissat,strongly agree,strongly disagree,disagree,disagree,disagree
202,0.9429971097,male,13.0,pacific,29.0,158201.8412,38.0,,,43.0,very satisfied,disagree,disagree,disagree,agree,agree
203,0.9429971097,female,16.0,pacific,68.0,84120.0,45.0,45.0,31.0,62.0,,,,,,
204,0.9429971097,female,13.0,pacific,64.0,57832.5,29.0,46.0,49.0,39.5,mod. satisfied,strongly disagree,disagree,disagree,disagree,disagree
205,0.9429971097,male,16.0,pacific,43.0,57832.5,39.0,32.0,35.0,67.7,mod. satisfied,,,,,
206,0.4714985548,female,12.0,pacific,69.0,70100.0,32.0,,40.0,35.8,,agree,strongly disagree,disagree,disagree,neither agree nor disagree
207,0.9429971097,male,12.0,pacific,47.0,84120.0,38.0,47.0,46.0,43.0,a little dissat,agree,disagree,disagree,disagree,disagree
208,0.9429971097,male,12.0,pacific,57.0,57832.5,39.0,30.0,31.0,38.1,very satisfied,disagree,disagree,agree,disagree,disagree
209,0.9429971097,male,16.0,pacific,50.0,70100.0,55.0,53.0,,70.4,mod. satisfied,,,,,
210,0.9429971097,female,12.0,pacific,25.0,,24.0,38.0,31.0,17.1,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
211,0.4714985548,male,14.0,pacific,75.0,13143.75,38.0,47.0,,58.2,,,,,,
212,0.9429971097,male,14.0,pacific,46.0,158201.8412,50.0,,56.0,46.5,very satisfied,disagree,disagree,disagree,disagree,agree
213,0.4714985548,female,10.0,pacific,77.0,14896.25,38.0,35.0,43.0,39.2,,agree,disagree,disagree,disagree,neither agree nor disagree
